ID,City,State,Zip Code,lat,lon,Industry Type (subparts),Industry Type (sectors),total,size
1004815,WELLSTON,OH,45692,39.13,-82.47,"C,HH",Waste,326802.55,7
1004750,Bartow,FL,33830,27.89,-81.8,"C,HH",Waste,332526.25,7
1005328,PORT ORANGE,FL,32128,29.13,-81.07,"C,HH",Waste,336658.85,7
1002107,IRVINE,CA,92602,33.72,-117.7,HH,Waste,336677.75,7
1006177,LORTON,VA,22079,38.7,-77.24,C,Waste,337101.418,7
1007094,ASHLAND,KY,41102,38.37,-82.76,HH,Waste,350027.5,7
1002398,WESTBURY,NY,11590,40.74,-73.59,C,Waste,351950.54,7
1001884,ST. PETERSBURG,FL,33716,27.87,-82.67,"C,HH",Waste,358877.586,7
1004216,NEWARK,NJ,7105,40.74,-74.13,C,Waste,359025.548,7
1008252,Maryland Heights,MO,63043,38.74,-90.46,HH,Waste,376856.75,7
1003679,SYLMAR,CA,91342,34.32,-118.5,HH,Waste,381572.25,7
1006038,CHESTER,PA,19013,39.83,-75.39,C,Waste,383033.476,7
1006817,Dallas,TX,75241,32.68,-96.72,"C,HH",Waste,396327.25,7
1005493,ZACHARY,LA,70791,30.6,-91.22,"C,HH",Waste,403100.25,7
1007124,MAUK,GA,31058,32.53,-84.44,HH,Waste,419754.75,7
1014304,Suffolk,VA,23434,36.76,-76.51,"C,HH",Waste,425312.294,7
1002320,BREA,CA,92823,33.94,-117.84,HH,Waste,440492.25,7
1004850,SHILOH,OH,44878,40.97,-82.49,HH,Waste,444195,7
1004245,COKER,AL,35452,33.24,-87.65,HH,Waste,452070.25,7
1005710,ROCHESTER,MA,2770,41.8,-70.79,C,Waste,457308.7,7
1006859,Winter Haven,FL,33880,28.02,-81.84,"C,HH",Waste,467264.996,7
1002489,MONTROSE,MI,48457,43.17,-83.84,"C,HH",Waste,505596.8,7
1005023,COCOA,FL,32926,28.4,-80.82,"C,HH",Waste,554997.964,7
1006777,AMSTERDAM,OH,43903,40.43,-80.91,"C,HH",Waste,573401.45,7
1004399,Dover,OH,44622,40.51,-81.54,HH,Waste,634660,7
1003710,BALL GROUND,GA,30107,34.32,-84.25,HH,Waste,772982.5,7
1004118,ROSEBORO,NC,28382,34.96,-78.45,HH,Waste,824567.75,7
1007820,WEST PALM BEACH,FL,33412,26.79,-80.14,"C,HH",Waste,1013387.058,7
